tenure,Contract,MonthlyCharges,TotalCharges,cluster,segment,Churn
50,0,108.75,5431.9,0,Passive Users,0
57,1,41.1,2258.25,2,Loyal Customers,0
54,2,20.35,1092.35,2,Loyal Customers,0
60,0,105.9,6401.25,0,Passive Users,0
28,0,101.3,2812.2,3,New Users,1
1,0,80.05,80.05,3,New Users,1
29,0,89.2,2698.35,3,New Users,1
10,0,65.5,616.9,3,New Users,0
43,0,40.45,1912.85,1,At-Risk Customers,0
13,0,70.45,849.1,3,New Users,0
43,2,78.8,3460.3,0,Passive Users,0
19,0,83.65,1465.75,3,New Users,1
1,0,90.1,90.1,3,New Users,0
69,2,82.45,5555.3,0,Passive Users,0
61,2,20.25,1278.8,2,Loyal Customers,0
43,0,66.25,2907.35,3,New Users,0
6,0,19.5,146.3,1,At-Risk Customers,1
1,0,51.25,51.25,1,At-Risk Customers,1
56,0,89.7,4952.95,0,Passive Users,0
70,2,64.55,4504.9,0,Passive Users,0
1,0,45.6,45.6,1,At-Risk Customers,1
49,1,93.65,4520.15,0,Passive Users,0
6,0,49.65,267.35,1,At-Risk Customers,1
32,2,73.6,2316.85,2,Loyal Customers,0
72,2,109.75,8075.35,0,Passive Users,0
37,2,61.45,2302.35,2,Loyal Customers,0
69,1,106.4,7251.9,0,Passive Users,0
26,0,81.9,2078.55,3,New Users,0
58,1,105.2,6225.4,0,Passive Users,0
24,1,54.6,1242.25,1,At-Risk Customers,0
5,1,20.55,99.45,1,At-Risk Customers,0
15,0,20.0,288.05,1,At-Risk Customers,1
30,2,19.7,599.25,2,Loyal Customers,0
55,1,66.05,3462.1,0,Passive Users,0
25,0,34.0,853.0,1,At-Risk Customers,1
10,0,92.5,934.1,3,New Users,1
44,2,54.05,2375.2,2,Loyal Customers,0
47,1,58.9,2813.05,2,Loyal Customers,0
13,0,88.35,1222.8,3,New Users,1
49,2,107.95,5293.2,0,Passive Users,1
64,1,96.9,6314.35,0,Passive Users,0
1,0,19.1,19.1,1,At-Risk Customers,0
20,0,50.0,1003.05,1,At-Risk Customers,0
37,2,45.4,1593.1,2,Loyal Customers,0
30,0,85.45,2509.95,3,New Users,0
38,1,84.1,3187.65,0,Passive Users,0
1,0,74.45,74.45,3,New Users,1
37,0,64.75,2345.2,3,New Users,1
52,2,66.25,3330.1,2,Loyal Customers,0
71,2,76.9,5522.7,0,Passive Users,0
26,0,89.8,2335.3,3,New Users,1
66,2,74.6,4798.4,0,Passive Users,0
72,2,116.95,8594.4,0,Passive Users,0
25,1,40.65,970.55,1,At-Risk Customers,0
69,2,114.35,7665.8,0,Passive Users,0
53,2,69.7,3686.05,0,Passive Users,0
12,1,95.5,1115.15,3,New Users,1
26,0,98.65,2537.0,3,New Users,0
21,0,61.65,1393.6,3,New Users,0
1,0,89.35,89.35,3,New Users,0
48,0,95.4,4445.3,0,Passive Users,0
26,1,35.4,978.6,2,Loyal Customers,0
60,2,19.95,1258.15,2,Loyal Customers,0
18,0,19.25,331.35,1,At-Risk Customers,0
10,0,29.65,291.4,1,At-Risk Customers,1
5,0,84.5,453.75,3,New Users,1
4,1,20.4,84.75,1,At-Risk Customers,0
65,2,24.75,1715.1,2,Loyal Customers,0
70,2,25.35,1715.15,2,Loyal Customers,0
18,0,90.7,1597.25,3,New Users,1
62,2,20.0,1250.1,2,Loyal Customers,0
66,2,59.75,3996.8,0,Passive Users,0
65,2,82.5,5215.1,0,Passive Users,0
3,0,70.3,235.5,3,New Users,1
34,0,20.35,673.2,1,At-Risk Customers,0
16,0,90.8,1442.2,3,New Users,0
54,1,103.95,5639.05,0,Passive Users,1
50,0,104.95,5222.35,0,Passive Users,0
71,2,105.25,7291.75,0,Passive Users,0
10,0,74.75,799.65,3,New Users,1
1,0,50.8,50.8,1,At-Risk Customers,1
18,1,23.75,424.5,1,At-Risk Customers,0
4,0,61.3,249.4,1,At-Risk Customers,0
58,2,75.8,4415.75,0,Passive Users,0
56,1,98.0,5270.6,0,Passive Users,0
2,0,80.25,144.55,3,New Users,1
32,0,78.9,2447.95,3,New Users,1
56,1,52.0,2884.9,2,Loyal Customers,0
36,0,84.75,3050.15,3,New Users,1
4,0,64.4,253.0,3,New Users,0
53,0,85.45,4517.25,0,Passive Users,1
10,0,45.8,436.2,1,At-Risk Customers,0
4,0,30.5,118.4,1,At-Risk Customers,0
1,0,19.9,19.9,1,At-Risk Customers,1
51,0,69.15,3649.6,3,New Users,0
12,0,99.45,1200.15,3,New Users,1
6,1,49.25,255.6,1,At-Risk Customers,0
63,2,39.35,2395.05,2,Loyal Customers,0
1,0,70.6,70.6,3,New Users,1
48,0,105.1,5083.55,0,Passive Users,0
5,0,81.0,389.6,3,New Users,1
35,1,20.1,644.5,2,Loyal Customers,0
6,0,84.85,523.5,3,New Users,1
2,0,19.75,39.3,1,At-Risk Customers,0
50,1,19.75,989.05,2,Loyal Customers,0
33,0,70.4,2406.1,3,New Users,0
31,2,20.45,638.55,2,Loyal Customers,0
9,2,20.35,191.1,2,Loyal Customers,0
54,0,86.2,4524.05,0,Passive Users,0
46,1,95.65,4664.2,0,Passive Users,0
34,1,103.8,3470.8,0,Passive Users,0
71,2,97.2,6910.3,0,Passive Users,0
63,2,63.55,4014.2,0,Passive Users,0
51,2,24.95,1288.0,2,Loyal Customers,0
26,0,89.15,2277.65,3,New Users,1
64,2,99.0,6375.8,0,Passive Users,0
1,0,24.8,24.8,1,At-Risk Customers,1
61,1,85.55,5251.75,0,Passive Users,0
15,0,94.0,1505.45,3,New Users,0
64,1,105.65,6903.1,0,Passive Users,1
18,0,50.3,913.3,1,At-Risk Customers,0
57,1,95.0,5535.8,0,Passive Users,0
14,2,61.4,815.55,2,Loyal Customers,0
18,0,80.55,1411.65,3,New Users,0
72,2,78.5,5602.25,0,Passive Users,0
70,2,114.3,8244.3,0,Passive Users,0
38,2,20.05,741.5,2,Loyal Customers,0
68,2,62.65,4375.8,0,Passive Users,0
13,0,80.85,1008.7,3,New Users,1
65,2,92.7,5968.4,0,Passive Users,0
30,0,100.45,3096.9,3,New Users,0
51,2,75.2,3901.25,0,Passive Users,0
31,0,84.75,2613.4,3,New Users,0
9,0,89.45,853.1,3,New Users,1
72,2,79.5,5661.7,0,Passive Users,0
10,0,72.15,794.25,3,New Users,1
37,1,19.8,695.05,2,Loyal Customers,0
2,0,76.4,160.8,3,New Users,1
55,1,100.9,5552.05,0,Passive Users,0
33,0,95.3,3275.15,3,New Users,0
46,1,90.95,4236.6,0,Passive Users,0
1,0,54.5,54.5,1,At-Risk Customers,0
20,0,61.6,1174.35,3,New Users,1
9,0,79.9,741.7,3,New Users,1
32,0,96.15,3019.25,3,New Users,1
19,0,49.6,962.9,1,At-Risk Customers,0
70,2,65.3,4759.75,0,Passive Users,1
61,2,25.0,1498.35,2,Loyal Customers,0
26,0,45.45,1233.15,1,At-Risk Customers,0
45,0,107.75,4882.8,0,Passive Users,0
62,2,89.1,5411.65,0,Passive Users,0
1,0,19.65,19.65,1,At-Risk Customers,1
3,0,44.75,148.05,1,At-Risk Customers,0
41,1,101.6,3930.55,0,Passive Users,0
67,2,103.15,6895.5,0,Passive Users,0
1,0,84.65,84.65,3,New Users,1
71,1,95.65,6856.95,0,Passive Users,0
37,1,75.1,2658.8,3,New Users,0
60,2,61.35,3766.2,2,Loyal Customers,0
1,0,69.55,69.55,3,New Users,1
6,0,19.7,129.55,1,At-Risk Customers,0
13,0,31.05,347.25,1,At-Risk Customers,1
11,0,51.0,581.7,1,At-Risk Customers,0
7,0,51.0,354.05,1,At-Risk Customers,1
10,0,88.85,929.45,3,New Users,0
34,2,20.05,679.0,2,Loyal Customers,0
62,2,65.1,3846.75,0,Passive Users,0
64,1,70.15,4480.7,0,Passive Users,0
1,0,44.35,44.35,1,At-Risk Customers,1
25,2,20.75,499.4,2,Loyal Customers,0
26,1,56.05,1553.2,3,New Users,0
10,1,19.95,219.5,1,At-Risk Customers,0
53,1,98.6,5311.85,0,Passive Users,0
7,0,79.7,586.05,3,New Users,1
33,0,79.0,2576.8,3,New Users,0
71,2,89.45,6435.25,0,Passive Users,0
29,0,74.2,1993.25,3,New Users,0
24,0,81.0,1923.85,3,New Users,0
20,0,49.6,939.8,1,At-Risk Customers,0
1,0,84.6,84.6,3,New Users,0
54,0,55.0,3092.65,3,New Users,1
5,0,84.85,415.55,3,New Users,1
72,2,84.2,5986.55,0,Passive Users,0
52,2,106.3,5487.0,0,Passive Users,0
9,0,69.05,651.5,3,New Users,0
1,0,45.4,45.4,1,At-Risk Customers,0
1,0,73.65,73.65,3,New Users,1
33,1,73.9,2405.05,3,New Users,1
55,0,77.75,4458.15,0,Passive Users,1
69,2,99.35,6856.45,0,Passive Users,0
1,0,50.75,50.75,1,At-Risk Customers,0
54,2,87.1,4735.2,0,Passive Users,0
33,1,20.15,682.15,2,Loyal Customers,0
45,1,98.7,4525.8,0,Passive Users,0
11,0,25.2,321.05,1,At-Risk Customers,0
6,0,55.7,335.65,1,At-Risk Customers,0
21,0,65.35,1424.4,3,New Users,0
65,2,25.3,1748.55,2,Loyal Customers,0
6,0,84.35,474.9,3,New Users,1
8,0,84.95,668.4,3,New Users,1
11,0,73.85,926.25,3,New Users,1
43,2,24.25,1077.95,2,Loyal Customers,0
49,1,51.8,2541.25,2,Loyal Customers,1
1,0,46.0,46.0,1,At-Risk Customers,1
15,0,79.4,1156.1,3,New Users,1
60,2,60.5,3694.45,2,Loyal Customers,0
17,0,25.1,382.8,1,At-Risk Customers,0
16,0,71.8,1167.8,3,New Users,1
35,1,20.05,746.75,2,Loyal Customers,0
44,1,88.4,3912.9,0,Passive Users,1
12,1,30.25,368.85,1,At-Risk Customers,0
1,0,20.2,20.2,1,At-Risk Customers,0
28,1,59.9,1654.7,3,New Users,0
70,2,25.15,1940.85,2,Loyal Customers,0
5,0,46.0,221.7,1,At-Risk Customers,1
18,0,101.3,1794.65,3,New Users,0
70,2,76.95,5289.8,0,Passive Users,0
9,0,55.3,501.2,1,At-Risk Customers,0
67,2,92.45,6140.85,0,Passive Users,0
1,0,48.45,48.45,1,At-Risk Customers,0
18,2,19.35,309.25,2,Loyal Customers,0
4,0,51.75,201.1,1,At-Risk Customers,1
71,1,86.7,6179.35,0,Passive Users,0
30,0,94.4,2838.7,3,New Users,1
1,0,55.7,55.7,1,At-Risk Customers,0
55,1,84.25,4589.85,0,Passive Users,0
59,0,64.65,3735.45,3,New Users,0
1,0,70.15,70.15,3,New Users,1
7,0,69.2,477.55,3,New Users,0
45,2,54.65,2553.7,2,Loyal Customers,0
54,1,24.75,1342.15,2,Loyal Customers,0
51,1,23.95,1216.35,2,Loyal Customers,0
72,1,105.0,7578.05,0,Passive Users,0
44,1,59.85,2603.95,2,Loyal Customers,0
2,0,20.05,42.7,1,At-Risk Customers,0
66,1,92.15,6056.9,0,Passive Users,0
68,1,44.8,2983.65,2,Loyal Customers,0
31,2,20.9,689.35,2,Loyal Customers,0
21,0,95.4,2025.1,3,New Users,0
21,0,80.35,1747.2,3,New Users,0
55,2,85.1,4657.95,0,Passive Users,0
9,0,34.7,296.1,1,At-Risk Customers,1
71,2,115.05,8016.6,0,Passive Users,0
1,0,81.1,81.1,3,New Users,1
22,1,19.95,433.5,1,At-Risk Customers,0
1,0,20.55,20.55,1,At-Risk Customers,1
61,2,106.6,6428.4,0,Passive Users,1
67,2,86.15,5883.85,0,Passive Users,0
14,0,78.85,1043.8,3,New Users,0
59,0,106.75,6252.9,0,Passive Users,1
21,0,86.55,1857.25,3,New Users,0
4,0,42.4,146.4,1,At-Risk Customers,0
3,0,89.45,240.45,3,New Users,1
70,2,24.25,1724.15,2,Loyal Customers,0
3,0,97.9,315.3,3,New Users,1
21,1,20.5,429.55,1,At-Risk Customers,0
20,0,19.6,356.15,1,At-Risk Customers,0
22,1,20.25,488.25,1,At-Risk Customers,0
1,0,55.7,55.7,1,At-Risk Customers,1
63,2,20.6,1298.7,2,Loyal Customers,0
70,2,19.8,1378.75,2,Loyal Customers,0
13,0,79.8,973.45,3,New Users,1
5,0,80.2,384.25,3,New Users,0
72,2,116.4,8543.25,0,Passive Users,0
13,0,31.65,389.95,1,At-Risk Customers,0
61,0,94.15,5731.85,0,Passive Users,0
1,0,20.65,20.65,1,At-Risk Customers,0
56,0,76.85,4275.75,0,Passive Users,0
4,0,20.15,84.5,1,At-Risk Customers,0
35,2,55.25,1924.1,2,Loyal Customers,0
18,0,39.05,669.85,1,At-Risk Customers,1
72,2,82.15,5784.3,0,Passive Users,0
49,1,103.0,5166.2,0,Passive Users,0
44,0,95.1,4060.55,3,New Users,0
3,0,83.9,267.4,3,New Users,1
37,0,95.15,3532.85,3,New Users,0
61,1,79.8,4914.8,0,Passive Users,0
70,2,74.8,5315.8,0,Passive Users,0
1,0,69.85,69.85,3,New Users,1
41,0,20.45,775.6,1,At-Risk Customers,0
70,1,78.35,5445.95,0,Passive Users,0
1,0,53.55,53.55,1,At-Risk Customers,1
51,1,19.1,1007.8,2,Loyal Customers,0
42,2,20.0,833.55,2,Loyal Customers,0
70,2,93.9,6579.05,0,Passive Users,1
48,1,19.95,1004.5,2,Loyal Customers,0
68,2,113.15,7856.0,0,Passive Users,1
48,2,24.0,1183.05,2,Loyal Customers,0
26,0,84.95,2169.75,3,New Users,1
11,0,80.5,896.9,3,New Users,1
1,0,19.3,19.3,1,At-Risk Customers,1
27,1,19.15,501.35,1,At-Risk Customers,0
46,1,91.3,4126.35,0,Passive Users,0
1,0,49.65,49.65,1,At-Risk Customers,1
46,2,54.35,2460.15,2,Loyal Customers,1
25,0,19.15,477.6,1,At-Risk Customers,0
4,0,88.45,370.65,3,New Users,1
13,2,19.75,265.75,2,Loyal Customers,0
31,1,75.5,2424.45,3,New Users,0
23,0,83.75,1849.95,3,New Users,0
2,0,19.4,61.05,1,At-Risk Customers,0
65,2,26.5,1698.55,2,Loyal Customers,0
22,0,90.5,1910.6,3,New Users,1
55,1,19.15,998.1,2,Loyal Customers,0
9,0,94.85,890.6,3,New Users,1
7,0,69.95,529.5,3,New Users,1
35,1,40.9,1383.6,2,Loyal Customers,0
6,2,80.25,493.4,3,New Users,0
1,0,48.6,48.6,1,At-Risk Customers,1
17,0,70.8,1207.0,3,New Users,0
10,0,60.2,563.5,3,New Users,0
15,1,55.2,864.55,1,At-Risk Customers,0
40,0,55.8,2109.35,3,New Users,1
13,1,54.15,701.05,1,At-Risk Customers,0
29,0,80.15,2265.25,3,New Users,1
3,0,75.5,220.6,3,New Users,1
58,0,100.4,5749.8,0,Passive Users,0
45,1,62.55,2796.45,2,Loyal Customers,0
72,2,70.45,5165.7,0,Passive Users,0
68,1,85.5,5696.6,0,Passive Users,0
1,0,20.2,20.2,1,At-Risk Customers,1
38,0,54.5,2076.05,3,New Users,0
2,0,20.75,44.2,1,At-Risk Customers,0
11,0,20.35,215.25,1,At-Risk Customers,0
20,1,91.0,1859.5,3,New Users,0
72,2,104.8,7470.1,0,Passive Users,0
3,0,74.75,229.5,3,New Users,1
23,0,104.05,2470.1,3,New Users,1
40,0,51.1,2092.9,3,New Users,0
62,0,89.8,5629.55,0,Passive Users,0
22,0,20.55,469.85,1,At-Risk Customers,0
11,0,64.05,733.95,3,New Users,0
7,0,74.85,485.25,3,New Users,0
13,0,96.65,1244.5,3,New Users,1
1,0,20.05,20.05,1,At-Risk Customers,1
39,0,103.45,3994.45,3,New Users,1
3,0,25.0,78.25,1,At-Risk Customers,0
58,2,20.3,1131.5,2,Loyal Customers,0
6,0,26.35,184.05,1,At-Risk Customers,0
1,0,19.9,19.9,1,At-Risk Customers,1
22,0,54.7,1178.75,3,New Users,0
14,0,46.35,667.7,1,At-Risk Customers,1
64,1,90.25,5629.15,0,Passive Users,0
1,0,19.95,19.95,1,At-Risk Customers,1
6,0,20.65,109.3,1,At-Risk Customers,0
1,0,79.6,79.6,3,New Users,1
39,1,25.45,958.45,2,Loyal Customers,0
20,1,19.5,403.15,1,At-Risk Customers,0
1,0,75.9,75.9,3,New Users,1
1,0,76.2,76.2,3,New Users,1
64,1,66.15,4392.5,0,Passive Users,0
1,0,19.25,19.25,1,At-Risk Customers,1
46,0,69.1,3168.0,3,New Users,0
28,1,39.1,1096.6,2,Loyal Customers,0
33,0,20.05,669.45,1,At-Risk Customers,0
39,1,59.8,2343.85,2,Loyal Customers,0
42,0,84.3,3588.4,3,New Users,1
1,0,48.6,48.6,1,At-Risk Customers,0
7,0,79.0,522.95,3,New Users,1
70,2,105.35,7511.9,0,Passive Users,0
65,2,25.1,1725.0,2,Loyal Customers,0
1,0,49.75,49.75,1,At-Risk Customers,0
18,0,94.75,1691.9,3,New Users,0
24,0,93.0,2248.05,3,New Users,0
63,2,71.9,4479.2,0,Passive Users,0
44,1,77.55,3471.1,0,Passive Users,0
4,0,19.85,63.0,1,At-Risk Customers,0
1,0,70.25,70.25,3,New Users,1
37,0,95.25,3314.15,3,New Users,0
10,0,84.6,865.55,3,New Users,1
34,0,25.05,852.7,1,At-Risk Customers,0
35,1,53.15,1930.9,2,Loyal Customers,0
4,0,20.15,91.4,1,At-Risk Customers,0
39,0,101.25,3949.15,3,New Users,0
43,1,100.55,4304.0,0,Passive Users,0
17,0,24.1,409.9,1,At-Risk Customers,1
61,2,25.3,1554.9,2,Loyal Customers,0
49,1,71.8,3472.05,0,Passive Users,0
4,1,19.7,117.8,1,At-Risk Customers,0
64,2,49.85,3210.35,2,Loyal Customers,0
3,0,69.6,207.4,3,New Users,0
1,0,19.75,19.75,1,At-Risk Customers,0
40,1,80.8,3132.75,0,Passive Users,0
1,0,60.0,60.0,1,At-Risk Customers,1
8,0,86.55,649.65,3,New Users,1
1,0,20.85,20.85,1,At-Risk Customers,1
34,1,64.2,2106.3,3,New Users,0
1,0,35.0,35.0,1,At-Risk Customers,0
39,0,50.75,2011.4,3,New Users,1
58,1,105.5,6205.5,0,Passive Users,1
45,2,19.2,903.7,2,Loyal Customers,0
6,0,85.15,503.6,3,New Users,1
43,1,90.65,3882.3,0,Passive Users,0
41,2,20.0,879.8,2,Loyal Customers,0
5,0,74.65,383.65,3,New Users,0
72,2,61.2,4390.25,0,Passive Users,0
4,1,19.95,68.2,1,At-Risk Customers,0
9,0,54.8,452.8,1,At-Risk Customers,0
72,2,73.45,5329.0,0,Passive Users,0
33,1,51.45,1758.9,2,Loyal Customers,0
72,2,80.45,5737.6,0,Passive Users,0
22,0,54.2,1152.7,3,New Users,1
70,1,109.5,7674.55,0,Passive Users,1
21,0,104.4,2157.95,3,New Users,1
15,0,85.3,1219.85,3,New Users,0
29,0,79.3,2414.55,3,New Users,0
15,0,76.5,1155.6,3,New Users,0
71,0,105.1,7548.1,0,Passive Users,1
72,2,25.4,1809.35,2,Loyal Customers,0
19,0,86.85,1564.4,3,New Users,0
1,0,19.65,19.65,1,At-Risk Customers,0
1,0,75.7,75.7,3,New Users,1
2,0,45.55,84.4,1,At-Risk Customers,0
11,0,78.1,864.85,3,New Users,0
12,1,19.3,228.75,1,At-Risk Customers,0
70,2,110.5,7752.05,0,Passive Users,0
20,0,90.8,1951.0,3,New Users,1
23,0,20.3,470.6,1,At-Risk Customers,0
49,2,81.35,4060.9,0,Passive Users,0
4,0,97.95,384.5,3,New Users,1
32,0,108.15,3432.9,3,New Users,1
2,0,55.3,108.65,1,At-Risk Customers,0
69,2,56.55,3952.65,2,Loyal Customers,0
6,0,80.5,463.05,3,New Users,1
24,2,19.7,494.05,2,Loyal Customers,0
32,1,104.05,3416.85,0,Passive Users,0
27,2,52.85,1498.65,2,Loyal Customers,0
27,0,104.3,2867.75,3,New Users,1
58,0,80.65,4807.35,0,Passive Users,0
1,0,71.35,71.35,3,New Users,1
18,2,24.65,471.35,2,Loyal Customers,0
47,2,21.3,1041.8,2,Loyal Customers,0
70,2,110.2,7689.8,0,Passive Users,0
13,0,89.4,1132.35,3,New Users,1
36,0,51.05,1815.0,3,New Users,0
67,2,19.8,1311.3,2,Loyal Customers,0
10,0,19.9,199.45,1,At-Risk Customers,0
19,0,87.3,1637.3,3,New Users,0
71,2,19.85,1326.35,2,Loyal Customers,0
72,2,89.4,6376.55,0,Passive Users,0
48,2,20.0,935.9,2,Loyal Customers,0
1,0,20.05,20.05,1,At-Risk Customers,0
18,0,83.25,1611.15,3,New Users,0
1,0,20.6,20.6,1,At-Risk Customers,1
67,2,102.9,6989.7,0,Passive Users,0
69,2,39.1,2779.5,2,Loyal Customers,0
19,0,99.95,1931.75,3,New Users,1
72,2,114.5,8331.95,0,Passive Users,0
38,2,20.2,735.9,2,Loyal Customers,0
40,1,55.8,2283.3,2,Loyal Customers,0
61,2,24.2,1445.2,2,Loyal Customers,0
10,0,81.0,818.05,3,New Users,1
32,1,72.8,2333.05,3,New Users,0
21,0,99.85,1992.55,3,New Users,0
59,1,99.5,5890.0,0,Passive Users,0
13,0,70.15,916.75,3,New Users,1
47,2,20.25,1029.8,2,Loyal Customers,0
69,2,26.0,1796.55,2,Loyal Customers,0
2,0,19.9,33.7,1,At-Risk Customers,0
22,0,19.05,454.05,1,At-Risk Customers,0
15,0,96.5,1392.25,3,New Users,0
53,2,19.85,1049.6,2,Loyal Customers,0
28,0,25.7,734.6,1,At-Risk Customers,0
22,1,20.3,475.1,1,At-Risk Customers,0
1,0,70.15,70.15,3,New Users,1
16,0,91.55,1540.05,3,New Users,0
48,2,39.4,1978.65,2,Loyal Customers,0
30,0,105.7,3181.8,3,New Users,0
3,0,70.25,229.7,3,New Users,0
57,2,93.75,5625.55,0,Passive Users,0
68,1,96.55,6581.9,0,Passive Users,1
23,1,60.0,1347.15,3,New Users,0
65,2,59.8,3808.2,2,Loyal Customers,0
44,1,90.65,3974.15,0,Passive Users,0
71,2,109.0,7661.8,0,Passive Users,0
37,1,68.1,2479.25,3,New Users,0
12,0,20.4,266.6,1,At-Risk Customers,0
69,2,81.95,5601.4,0,Passive Users,0
35,0,60.55,1982.6,3,New Users,0
5,0,65.6,339.9,3,New Users,0
58,2,82.5,4828.05,0,Passive Users,0
72,2,82.3,5980.55,0,Passive Users,0
72,2,68.15,4808.7,0,Passive Users,0
1,0,20.3,20.3,1,At-Risk Customers,0
39,1,95.55,3692.85,0,Passive Users,1
53,1,20.2,1068.15,2,Loyal Customers,0
27,0,89.2,2383.6,3,New Users,0
1,0,69.65,69.65,3,New Users,1
1,0,89.3,89.3,3,New Users,1
18,0,74.8,1438.05,3,New Users,0
46,2,20.2,917.45,2,Loyal Customers,0
72,2,84.4,6096.45,0,Passive Users,0
36,0,87.55,3078.1,3,New Users,1
4,0,25.15,99.95,1,At-Risk Customers,0
25,2,19.8,475.2,2,Loyal Customers,0
40,0,50.85,2036.55,3,New Users,0
63,0,102.4,6444.05,0,Passive Users,0
15,0,96.3,1426.75,3,New Users,1
14,0,55.5,767.55,1,At-Risk Customers,0
72,2,109.75,7932.5,0,Passive Users,0
39,0,106.4,4040.65,3,New Users,0
47,2,60.0,2768.65,2,Loyal Customers,0
19,0,88.8,1672.35,3,New Users,0
5,0,85.2,474.8,3,New Users,1
13,0,35.1,446.1,1,At-Risk Customers,1
17,0,80.05,1345.65,3,New Users,0
34,0,75.55,2425.4,3,New Users,0
42,0,49.55,2077.95,3,New Users,0
5,0,81.3,416.3,3,New Users,1
71,2,23.9,1663.5,2,Loyal Customers,0
19,0,66.4,1286.05,3,New Users,0
2,0,19.6,35.85,1,At-Risk Customers,1
57,2,18.8,1094.35,2,Loyal Customers,0
72,2,108.4,7719.5,0,Passive Users,0
6,0,85.95,514.6,3,New Users,0
17,0,85.45,1451.6,3,New Users,1
61,2,80.9,4932.5,0,Passive Users,0
1,0,71.0,71.0,3,New Users,1
48,2,111.8,5443.65,0,Passive Users,0
16,0,20.6,330.25,1,At-Risk Customers,0
9,0,85.05,746.5,3,New Users,1
3,0,44.6,122.7,1,At-Risk Customers,0
1,0,44.4,44.4,1,At-Risk Customers,1
65,2,105.1,6631.85,0,Passive Users,0
70,2,115.15,8250.0,0,Passive Users,0
60,1,59.8,3561.15,0,Passive Users,0
69,1,26.3,1763.55,2,Loyal Customers,0
35,0,70.55,2419.0,3,New Users,0
22,0,20.05,470.2,1,At-Risk Customers,0
66,2,79.85,5234.95,0,Passive Users,0
1,0,70.3,70.3,3,New Users,1
1,0,79.35,79.35,3,New Users,1
34,0,90.05,3097.0,3,New Users,0
72,2,24.45,1709.1,2,Loyal Customers,0
31,1,59.95,1848.8,3,New Users,0
30,1,25.35,723.3,2,Loyal Customers,0
9,0,90.8,809.75,3,New Users,1
20,0,70.45,1470.95,3,New Users,1
19,0,34.3,577.15,1,At-Risk Customers,0
65,0,105.05,6914.95,0,Passive Users,0
30,2,19.3,602.9,2,Loyal Customers,0
6,1,19.15,124.4,1,At-Risk Customers,0
2,0,51.4,96.8,1,At-Risk Customers,0
53,0,71.85,3827.9,3,New Users,0
7,0,75.4,533.05,3,New Users,0
61,1,49.7,2961.4,2,Loyal Customers,0
70,1,45.25,3264.45,2,Loyal Customers,1
13,0,78.75,995.35,3,New Users,0
35,1,81.6,2815.25,3,New Users,0
2,0,70.4,154.8,3,New Users,0
3,0,75.8,246.3,3,New Users,1
3,0,76.1,257.6,3,New Users,0
62,1,94.0,5757.2,0,Passive Users,0
72,2,103.95,7517.7,0,Passive Users,0
63,2,19.95,1234.8,2,Loyal Customers,0
20,0,71.3,1389.2,3,New Users,1
35,1,110.8,3836.3,0,Passive Users,0
21,0,69.1,1474.75,3,New Users,1
62,1,96.1,6001.45,0,Passive Users,0
15,0,48.8,720.1,1,At-Risk Customers,0
55,0,50.55,2832.75,3,New Users,0
11,0,44.65,472.25,1,At-Risk Customers,0
17,0,88.25,1460.65,3,New Users,1
61,1,19.45,1336.35,2,Loyal Customers,0
71,2,89.3,6388.65,0,Passive Users,0
2,0,70.0,153.05,3,New Users,1
35,2,19.25,677.9,2,Loyal Customers,0
17,0,70.5,1165.6,3,New Users,0
21,0,97.35,2119.5,3,New Users,1
47,2,19.65,921.55,2,Loyal Customers,0
3,0,20.85,72.0,1,At-Risk Customers,0
3,0,19.65,68.35,1,At-Risk Customers,0
44,2,19.35,847.25,2,Loyal Customers,0
1,0,44.0,44.0,1,At-Risk Customers,0
44,1,94.4,4295.35,0,Passive Users,0
5,0,25.9,135.0,1,At-Risk Customers,1
24,0,55.65,1400.55,3,New Users,1
1,0,69.65,69.65,3,New Users,1
18,0,75.4,1380.4,3,New Users,0
10,0,100.6,1060.2,3,New Users,1
65,2,71.0,4386.2,0,Passive Users,0
1,0,86.0,86.0,3,New Users,1
53,1,106.95,5785.5,0,Passive Users,1
3,1,21.2,52.05,1,At-Risk Customers,0
33,2,61.05,2018.4,2,Loyal Customers,0
3,0,29.6,79.45,1,At-Risk Customers,1
34,1,79.95,2727.3,3,New Users,0
14,2,19.7,263.65,2,Loyal Customers,0
13,0,20.3,275.4,1,At-Risk Customers,0
46,1,59.9,2816.65,2,Loyal Customers,1
23,1,24.35,538.5,1,At-Risk Customers,0
47,2,19.75,948.9,2,Loyal Customers,0
17,0,50.3,846.8,1,At-Risk Customers,0
49,0,95.6,4783.5,0,Passive Users,1
59,0,50.25,2997.45,3,New Users,0
69,2,85.35,5897.4,0,Passive Users,0
11,1,41.6,470.6,1,At-Risk Customers,1
10,0,51.65,524.5,1,At-Risk Customers,0
12,2,24.0,269.65,2,Loyal Customers,0
45,0,100.85,4740.0,0,Passive Users,1
39,0,59.85,2341.5,3,New Users,0
71,2,25.45,1789.65,2,Loyal Customers,0
71,2,23.9,1626.4,2,Loyal Customers,0
33,1,24.15,800.3,2,Loyal Customers,0
67,0,75.7,5060.85,0,Passive Users,0
37,0,40.2,1448.8,1,At-Risk Customers,1
49,0,84.5,4254.85,3,New Users,1
9,0,50.85,466.6,1,At-Risk Customers,0
